Indicator,Country,ADM1_CODE,Province,Land_Type,Date,Data,Data_long_term_Average,Year,Month,Dekad,Unit,Source
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-04-01,49.895,39.711, 2001,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-04-11,78.866,53.214, 2001,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-04-21,82.6,57.698, 2001,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-05-01,25.983,51.577, 2001,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-05-11,142.113,65.838, 2001,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-05-21,67.491,85.382, 2001,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-06-01,65.787,103.074, 2001,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-06-11,45.588,70.313, 2001,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-06-21,119.663,68.933, 2001,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-07-01,47.861,43.015, 2001,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-07-11,0.201,30.093, 2001,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-07-21,3.401,14.494, 2001,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-08-01,1.664,9.905, 2001,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-08-11,3.735,15.83, 2001,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-08-21,5.847,14.377, 2001,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-09-01,0.688,14.073, 2001,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-09-11,23.816,22.364, 2001,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-09-21,24.63,36.192, 2001,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-10-01,14.724,40.369, 2001,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-10-11,30.425,42.79, 2001,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-10-21,69.676,43.525, 2001,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-11-01,18.821,40.09, 2001,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-11-11,36.38,41.093, 2001,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-11-21,42.261,37.482, 2001,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-12-01,29.308,28.712, 2001,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-12-11,10.663,13.929, 2001,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2001-12-21,15.273,12.345, 2001,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-01-01,123.538,13.321, 2002,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-01-11,0.0,9.483, 2002,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-01-21,1.413,12.966, 2002,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-02-01,19.549,18.394, 2002,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-02-11,8.429,24.211, 2002,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-02-21,22.504,20.431, 2002,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-03-01,25.046,30.78, 2002,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-03-11,25.554,31.498, 2002,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-03-21,55.824,36.487, 2002,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-04-01,23.251,39.711, 2002,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-04-11,20.824,53.214, 2002,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-04-21,31.77,57.698, 2002,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-05-01,27.668,51.577, 2002,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-05-11,69.786,65.838, 2002,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-05-21,56.285,85.382, 2002,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-06-01,111.3,103.074, 2002,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-06-11,70.877,70.313, 2002,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-06-21,26.316,68.933, 2002,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-07-01,35.366,43.015, 2002,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-07-11,3.851,30.093, 2002,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-07-21,25.653,14.494, 2002,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-08-01,24.062,9.905, 2002,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-08-11,0.371,15.83, 2002,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-08-21,4.529,14.377, 2002,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-09-01,15.325,14.073, 2002,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-09-11,4.45,22.364, 2002,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-09-21,2.781,36.192, 2002,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-10-01,5.069,40.369, 2002,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-10-11,20.082,42.79, 2002,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-10-21,13.966,43.525, 2002,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-11-01,42.904,40.09, 2002,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-11-11,16.766,41.093, 2002,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-11-21,20.705,37.482, 2002,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-12-01,25.007,28.712, 2002,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-12-11,0.148,13.929, 2002,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2002-12-21,0.776,12.345, 2002,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-01-01,2.534,13.321, 2003,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-01-11,10.507,9.483, 2003,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-01-21,9.169,12.966, 2003,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-02-01,1.028,18.394, 2003,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-02-11,10.691,24.211, 2003,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-02-21,17.656,20.431, 2003,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-03-01,29.264,30.78, 2003,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-03-11,20.885,31.498, 2003,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-03-21,41.783,36.487, 2003,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-04-01,49.416,39.711, 2003,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-04-11,125.626,53.214, 2003,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-04-21,36.342,57.698, 2003,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-05-01,38.871,51.577, 2003,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-05-11,47.832,65.838, 2003,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-05-21,104.154,85.382, 2003,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-06-01,139.395,103.074, 2003,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-06-11,49.958,70.313, 2003,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-06-21,15.93,68.933, 2003,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-07-01,0.0,43.015, 2003,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-07-11,38.652,30.093, 2003,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-07-21,1.491,14.494, 2003,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-08-01,4.486,9.905, 2003,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-08-11,5.263,15.83, 2003,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-08-21,0.894,14.377, 2003,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-09-01,25.711,14.073, 2003,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-09-11,44.045,22.364, 2003,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-09-21,16.953,36.192, 2003,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-10-01,70.131,40.369, 2003,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-10-11,61.376,42.79, 2003,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-10-21,25.336,43.525, 2003,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-11-01,65.369,40.09, 2003,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-11-11,33.136,41.093, 2003,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-11-21,38.319,37.482, 2003,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-12-01,25.644,28.712, 2003,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-12-11,19.963,13.929, 2003,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2003-12-21,0.121,12.345, 2003,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-01-01,2.489,13.321, 2004,01,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-01-11,1.822,9.483, 2004,01,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-01-21,21.469,12.966, 2004,01,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-02-01,8.278,18.394, 2004,02,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-02-11,27.849,24.211, 2004,02,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-02-21,45.722,20.431, 2004,02,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-03-01,9.64,30.78, 2004,03,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-03-11,20.141,31.498, 2004,03,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-03-21,41.889,36.487, 2004,03,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-04-01,25.145,39.711, 2004,04,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-04-11,58.187,53.214, 2004,04,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-04-21,45.043,57.698, 2004,04,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-05-01,46.518,51.577, 2004,05,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-05-11,93.592,65.838, 2004,05,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-05-21,46.624,85.382, 2004,05,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-06-01,54.916,103.074, 2004,06,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-06-11,24.918,70.313, 2004,06,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-06-21,3.064,68.933, 2004,06,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-07-01,14.138,43.015, 2004,07,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-07-11,8.906,30.093, 2004,07,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-07-21,2.508,14.494, 2004,07,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-08-01,7.176,9.905, 2004,08,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-08-11,4.763,15.83, 2004,08,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-08-21,19.616,14.377, 2004,08,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-09-01,45.165,14.073, 2004,09,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-09-11,38.807,22.364, 2004,09,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-09-21,60.269,36.192, 2004,09,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-10-01,89.439,40.369, 2004,10,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-10-11,36.38,42.79, 2004,10,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-10-21,52.592,43.525, 2004,10,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-11-01,30.626,40.09, 2004,11,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-11-11,60.306,41.093, 2004,11,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-11-21,35.33,37.482, 2004,11,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-12-01,10.388,28.712, 2004,12,1,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-12-11,26.306,13.929, 2004,12,2,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2004-12-21,17.563,12.345, 2004,12,3,MM ,FEWSNet RFE
RS-Based Estimated Precipitation,Côte d'Ivoire,190430,Bas Sassandra,Crop Area,2005-01-01,0.63,13.321, 2005,01,1,MM ,FEWSNet RFE
